seed,dataset,word2vec_size,squash,pipeline,words_PRC,words_RCL,words_F,words_HR,words_OS,words_R,phones_PRC,phones_RCL,phones_F,phones_HR,phones_OS,phones_R
290956,LibriSpeech/train-clean-100,100,True,200-50-200-50-200-50-200-100-10000,0.20105,0.30181,0.24134,30.18051,50.11247,0.14627,0.67095,0.31756,0.43109,31.75583,-52.67066,0.51391
290956,LibriSpeech/train-clean-100,100,True,200-50-200-50-200-50-200-100-20000,0.20148,0.27901,0.23399,27.90065,38.47917,0.20042,0.67282,0.29376,0.40896,29.37614,-56.33855,0.49778
290956,LibriSpeech/train-clean-100,100,True,200-50-200-50-200-50-200-100-30000,0.20139,0.25531,0.22517,25.53064,26.77078,0.24639,0.67479,0.26971,0.38538,26.97115,-60.03012,0.48137
290956,LibriSpeech/train-clean-100,100,True,200-50-200-50-200-50-200-100-50000,0.20015,0.21207,0.20594,21.20677,5.95673,0.30527,0.67464,0.22538,0.33788,22.53799,-66.59263,0.45081
290956,LibriSpeech/train-clean-100,100,False,200-50-200-50-200-50-200-72-10000,0.18822,0.30348,0.23234,30.34829,61.23965,0.0735,0.62217,0.3163,0.41939,31.62988,-49.16234,0.51104
290956,LibriSpeech/train-clean-100,100,False,200-50-200-50-200-50-200-72-20000,0.1889,0.2859,0.22749,28.59011,51.35058,0.1262,0.62766,0.29952,0.40552,29.95166,-52.28029,0.50015
290956,LibriSpeech/train-clean-100,100,False,200-50-200-50-200-50-200-72-30000,0.18881,0.27473,0.22381,27.47258,45.50734,0.15457,0.62991,0.28899,0.39621,28.89851,-54.12262,0.49319
290956,LibriSpeech/train-clean-100,100,False,200-50-200-50-200-50-200-72-50000,0.18779,0.26327,0.21921,26.32733,40.19381,0.1778,0.62999,0.27847,0.38622,27.84678,-55.79794,0.48612
290956,LibriSpeech/train-clean-100,100,False,200-50-200-50-200-50-200-100-10000,0.17007,0.37349,0.23372,37.34863,119.61121,-0.31953,0.57857,0.40061,0.47342,40.06141,-30.75823,0.55998
290956,LibriSpeech/train-clean-100,100,False,200-50-200-50-200-50-200-100-20000,0.17146,0.34601,0.2293,34.6007,101.80283,-0.19615,0.58324,0.3711,0.45359,37.10965,-36.37307,0.54299
290956,LibriSpeech/train-clean-100,100,False,200-50-200-50-200-50-200-100-30000,0.17205,0.33007,0.2262,33.00734,91.84535,-0.12999,0.58839,0.3559,0.44352,35.59015,-39.51259,0.53416
290956,LibriSpeech/train-clean-100,100,False,200-50-200-50-200-50-200-100-50000,0.17876,0.30692,0.22593,30.69238,71.69555,0.00289,0.60957,0.32998,0.42817,32.99842,-45.86567,0.51929
290956,LibriSpeech/train-clean-100,100,False,200-50-200-50-200-50-200-100-100000,0.18116,0.27823,0.21944,27.82285,53.58503,0.10589,0.6202,0.30033,0.40469,30.03279,-51.57579,0.50037
290956,LibriSpeech/train-clean-100,100,False,200-50-200-50-200-50-200-72-100000,0.18574,0.23912,0.20908,23.91241,28.74122,0.2227,0.62875,0.25522,0.36307,25.52177,-59.40885,0.47037
290956,LibriSpeech/train-clean-100,100,False,100-50-100-50-10000,0.17434,0.50889,0.25971,50.88928,191.89152,-0.84245,0.62713,0.57715,0.6011,57.71549,-7.96878,0.66353
290956,LibriSpeech/train-clean-100,100,False,100-50-100-50-20000,0.17845,0.47508,0.25945,47.50788,166.22059,-0.64483,0.64364,0.54025,0.58743,54.02525,-16.06263,0.65074
290956,LibriSpeech/train-clean-100,100,False,100-50-100-50-30000,0.18079,0.45773,0.2592,45.77312,153.18039,-0.54577,0.65075,0.51947,0.57775,51.9465,-20.17411,0.64085
290956,LibriSpeech/train-clean-100,100,False,100-50-100-50-50000,0.18396,0.43716,0.25895,43.71634,137.64012,-0.42914,0.65909,0.49383,0.56462,49.38313,-25.07384,0.62726
290956,LibriSpeech/train-clean-100,100,False,100-50-100-50-100000,0.18926,0.41107,0.25919,41.10676,117.19782,-0.27839,0.66541,0.45568,0.54093,45.56775,-31.51915,0.60449
290956,LibriSpeech/train-clean-100,100,False,1000-100-200,0.13114,0.76148,0.22375,76.14822,480.6457,-3.18985,0.44566,0.81589,0.57645,81.58906,83.07326,0.21575
290956,LibriSpeech/train-clean-100,100,False,1000-100-500,0.13967,0.69862,0.2328,69.86177,400.17936,-2.52797,0.4783,0.75429,0.5854,75.42867,57.70282,0.39553
290956,LibriSpeech/train-clean-100,100,False,1000-100-1000,0.14371,0.65888,0.23596,65.88757,358.47084,-2.18844,0.49277,0.71231,0.58254,71.23136,44.55243,0.4756
290956,LibriSpeech/train-clean-100,100,False,1000-100-2000,0.14734,0.62905,0.23876,62.90481,326.9493,-1.93233,0.50417,0.67868,0.57855,67.86801,34.61393,0.52787
290956,LibriSpeech/train-clean-100,100,False,1000-100-5000,0.1502,0.59586,0.23992,59.5859,296.72185,-1.68926,0.5124,0.64093,0.5695,64.09307,25.08344,0.56536
290956,LibriSpeech/train-clean-100,100,False,1000-100-10000,0.15165,0.57528,0.24003,57.52845,279.36015,-1.5507,0.51531,0.61636,0.56132,61.63569,19.60943,0.5796
290956,LibriSpeech/train-clean-100,100,False,1000-100-20000,0.15271,0.55788,0.23978,55.78785,265.32683,-1.43931,0.51714,0.59566,0.55363,59.56622,15.18482,0.5874
290956,LibriSpeech/train-clean-100,100,False,1000-100-50000,0.15384,0.54013,0.23947,54.0131,251.10526,-1.32679,0.51851,0.57399,0.54484,57.39905,10.70087,0.59193
290956,LibriSpeech/train-clean-100,100,False,2000-100-200,0.14166,0.73826,0.23771,73.82633,421.16618,-2.69148,0.47687,0.7836,0.59291,78.36001,64.31981,0.35677
290956,LibriSpeech/train-clean-100,100,False,2000-100-500,0.15028,0.68341,0.24638,68.34088,354.74763,-2.14694,0.50656,0.7263,0.59685,72.62995,43.37853,0.49341
290956,LibriSpeech/train-clean-100,100,False,2000-100-1000,0.15601,0.65688,0.25214,65.68758,321.05455,-1.87083,0.51711,0.68649,0.58988,68.64885,32.75536,0.54664
290956,LibriSpeech/train-clean-100,100,False,2000-100-2000,0.15999,0.63449,0.25554,63.4489,296.58122,-1.67193,0.52449,0.65581,0.58284,65.58114,25.0391,0.57697
290956,LibriSpeech/train-clean-100,100,False,2000-100-5000,0.16363,0.60845,0.2579,60.84532,271.84921,-1.47284,0.52964,0.62096,0.57168,62.09591,17.24128,0.59683
290956,LibriSpeech/train-clean-100,100,False,2000-100-10000,0.1655,0.59223,0.2587,59.22304,257.83956,-1.36099,0.53153,0.59969,0.56356,59.9693,12.82414,0.60296
290956,LibriSpeech/train-clean-100,100,False,2000-100-20000,0.16703,0.5793,0.2593,57.92979,246.8131,-1.27322,0.53253,0.58231,0.55631,58.2305,9.34758,0.60526
290956,LibriSpeech/train-clean-100,100,False,2000-100-50000,0.16826,0.56399,0.25919,56.39917,235.18132,-1.18159,0.533,0.56328,0.54772,56.32794,5.68017,0.60531
290956,LibriSpeech/train-clean-100,100,False,5000-100-200,0.15074,0.67991,0.24677,67.99112,351.03778,-2.11674,0.51039,0.72583,0.59934,72.58265,42.20885,0.50217
290956,LibriSpeech/train-clean-100,100,False,5000-100-500,0.1555,0.61903,0.24856,61.90348,298.09383,-1.6912,0.53002,0.66526,0.58999,66.52638,25.51601,0.58099
290956,LibriSpeech/train-clean-100,100,False,5000-100-1000,0.15874,0.58258,0.2495,58.25782,266.99613,-1.44275,0.54071,0.62566,0.58009,62.56642,15.71114,0.60912
290956,LibriSpeech/train-clean-100,100,False,5000-100-2000,0.16197,0.55738,0.251,55.73779,244.12648,-1.26014,0.5492,0.59589,0.57159,59.58859,8.50051,0.62059
290956,LibriSpeech/train-clean-100,100,False,5000-100-5000,0.16466,0.53117,0.25139,53.11705,222.58923,-1.09009,0.55565,0.56515,0.56036,56.51479,1.70998,0.62262
290956,LibriSpeech/train-clean-100,100,False,5000-100-10000,0.16642,0.51392,0.25142,51.39168,208.81628,-0.98213,0.55936,0.54464,0.5519,54.46358,-2.63253,0.62025
290956,LibriSpeech/train-clean-100,100,False,5000-100-20000,0.16807,0.50029,0.25161,50.02858,197.66433,-0.89494,0.56172,0.52718,0.5439,52.71822,-6.14866,0.61617
290956,LibriSpeech/train-clean-100,100,False,5000-100-50000,0.17008,0.4865,0.25205,48.65035,186.04667,-0.80434,0.56448,0.5091,0.53536,50.90973,-9.81162,0.61082
290956,LibriSpeech/train-clean-100,100,False,10000-100-200,0.15286,0.62134,0.24536,62.13417,306.46699,-1.76139,0.54354,0.69658,0.61062,69.65795,28.15601,0.58621
290956,LibriSpeech/train-clean-100,100,False,10000-100-500,0.15907,0.56633,0.24838,56.63342,256.01888,-1.35682,0.55828,0.62667,0.5905,62.66686,12.2501,0.62824
290956,LibriSpeech/train-clean-100,100,False,10000-100-1000,0.1622,0.53137,0.24854,53.13743,227.60924,-1.13232,0.5694,0.58815,0.57862,58.8147,3.29275,0.63616
290956,LibriSpeech/train-clean-100,100,False,10000-100-2000,0.16482,0.50674,0.24874,50.6739,207.45877,-0.97408,0.579,0.56128,0.57,56.12821,-3.06054,0.63582
290956,LibriSpeech/train-clean-100,100,False,10000-100-5000,0.1674,0.47979,0.2482,47.97882,186.60345,-0.81226,0.58647,0.52996,0.55678,52.99602,-9.63607,0.62798
290956,LibriSpeech/train-clean-100,100,False,10000-100-10000,0.16892,0.46215,0.24741,46.2154,173.58811,-0.71253,0.59065,0.5095,0.54708,50.94969,-13.73971,0.62047
290956,LibriSpeech/train-clean-100,100,False,10000-100-20000,0.17049,0.44864,0.24708,44.86422,163.15521,-0.63287,0.59373,0.49262,0.53847,49.26246,-17.02913,0.61323
290956,LibriSpeech/train-clean-100,100,False,10000-100-50000,0.17233,0.43497,0.24686,43.49741,152.40502,-0.55131,0.5981,0.47598,0.5301,47.59794,-20.41858,0.60572
290956,LibriSpeech/train-clean-100,100,False,20000-100-200,0.15764,0.58664,0.2485,58.66373,272.13554,-1.48458,0.55273,0.64853,0.59681,64.85266,17.33156,0.61852
290956,LibriSpeech/train-clean-100,100,False,20000-100-500,0.16109,0.53135,0.24723,53.1354,229.8458,-1.15119,0.55936,0.58173,0.57033,58.17278,3.99792,0.62789
290956,LibriSpeech/train-clean-100,100,False,20000-100-1000,0.16405,0.50226,0.24732,50.22613,206.15605,-0.96525,0.56817,0.54845,0.55814,54.84451,-3.47128,0.62618
290956,LibriSpeech/train-clean-100,100,False,20000-100-2000,0.1648,0.47503,0.24471,47.50306,188.24772,-0.82831,0.57214,0.51997,0.54481,51.99703,-9.11764,0.61821
290956,LibriSpeech/train-clean-100,100,False,20000-100-5000,0.16555,0.44746,0.24168,44.74558,170.28747,-0.69255,0.57548,0.49042,0.52956,49.04188,-14.78038,0.6068
290956,LibriSpeech/train-clean-100,100,False,20000-100-10000,0.16595,0.43015,0.2395,43.01496,159.20486,-0.60983,0.57664,0.47126,0.51865,47.12577,-18.27464,0.59796
290956,LibriSpeech/train-clean-100,100,False,20000-100-20000,0.16614,0.41551,0.23737,41.55056,150.09404,-0.54268,0.5775,0.45537,0.50921,45.53732,-21.14722,0.59009
290956,LibriSpeech/train-clean-100,100,False,20000-100-50000,0.16619,0.39996,0.23481,39.99643,140.66982,-0.47415,0.57807,0.43865,0.4988,43.86502,-24.1186,0.58132
290956,LibriSpeech/train-clean-100,100,True,1000-100-200,0.17598,0.52495,0.26359,52.49491,198.30186,-0.88862,0.59522,0.55982,0.57698,55.98218,-5.94765,0.64331
290956,LibriSpeech/train-clean-100,100,True,1000-100-500,0.17925,0.48032,0.26107,48.03151,167.95704,-0.65662,0.60049,0.50732,0.54999,50.73239,-15.51515,0.6224
290956,LibriSpeech/train-clean-100,100,True,1000-100-1000,0.18304,0.45285,0.2607,45.28468,147.40108,-0.50073,0.60597,0.47268,0.53109,47.2682,-21.99629,0.60566
290956,LibriSpeech/train-clean-100,100,True,1000-100-2000,0.18561,0.43675,0.26051,43.67499,135.30749,-0.41034,0.60817,0.4512,0.51806,45.12021,-25.8093,0.59399
290956,LibriSpeech/train-clean-100,100,True,1000-100-5000,0.18762,0.42108,0.25958,42.10809,124.43705,-0.33085,0.60939,0.43122,0.50505,43.12247,-29.23667,0.58252
290956,LibriSpeech/train-clean-100,100,True,1000-100-10000,0.18875,0.40984,0.25847,40.98364,117.12788,-0.27854,0.60933,0.41714,0.49524,41.71412,-31.5412,0.57408
290956,LibriSpeech/train-clean-100,100,True,1000-100-20000,0.18926,0.39977,0.2569,39.9774,111.23305,-0.23745,0.60868,0.40539,0.48666,40.53851,-33.39979,0.56686
290956,LibriSpeech/train-clean-100,100,True,1000-100-50000,0.18903,0.38415,0.25338,38.41457,103.22107,-0.18366,0.60758,0.3893,0.47454,38.93004,-35.92591,0.55684
290956,LibriSpeech/train-clean-100,100,True,2000-100-200,0.18342,0.48433,0.26608,48.43302,164.05252,-0.62216,0.62178,0.51765,0.56496,51.76533,-16.74621,0.63338
290956,LibriSpeech/train-clean-100,100,True,2000-100-500,0.18628,0.44155,0.26202,44.1554,137.03168,-0.42179,0.62997,0.47081,0.53888,47.08058,-25.26568,0.60902
290956,LibriSpeech/train-clean-100,100,True,2000-100-1000,0.1906,0.41904,0.26202,41.90362,119.85078,-0.29508,0.63963,0.44338,0.52372,44.33761,-30.68269,0.59389
290956,LibriSpeech/train-clean-100,100,True,2000-100-2000,0.19414,0.40474,0.26241,40.47371,108.47244,-0.21263,0.64856,0.4263,0.51445,42.62955,-34.27019,0.58419
290956,LibriSpeech/train-clean-100,100,True,2000-100-5000,0.19812,0.39028,0.26282,39.02825,96.99559,-0.13134,0.65732,0.40827,0.50369,40.82674,-37.88876,0.57343
